index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4014	4014	4014	crowd:downward_monotone					Er is niet veel voor nodig.	Er is niet veel voor nodig om ermee aan de slag te gaan.						entailment
4015	4015	4015	crowd:downward_monotone					Ze gaat zelden naar zo’n soort plaats.	Ze gaat zelden naar zo’n soort deftige omgeving.						entailment
4016	4016	4016	crowd:downward_monotone					Ze gaat zelden naar zo’n soort deftige omgeving.	Ze gaat zelden naar zo’n soort plaats.						neutral
4017	4017	4017	crowd:downward_monotone					Ze is nog nooit verliefd geworden.	Ze is nog nooit echt verliefd geworden.						entailment
4018	4018	4018	crowd:downward_monotone					Ze is nog nooit echt verliefd geworden.	Ze is nog nooit verliefd geworden.						neutral
4019	4019	4019	crowd:downward_monotone					Ze is nog nooit verliefd geworden.	Ze is nog nooit in haar leven verliefd geworden.						entailment
4020	4020	4020	crowd:downward_monotone:npi					Ze is nog nooit verliefd geworden.	Ze is nog nooit op iemand verliefd geworden.						entailment
4021	4021	4021	crowd:downward_monotone					Ze is nog nooit verliefd geworden.	Ze is nog nooit met heel haar hart verliefd geworden.						entailment
4022	4022	4022	crowd:downward_monotone					Ze is nog nooit verliefd geworden.	Ze is nog nooit met heel haar hart verliefd geworden.						entailment
4023	4023	4023	crowd:downward_monotone					Tom had niet eens genoeg geld om een kopje koffie te kopen.	Tom had niet eens genoeg geld om een kopje witte koffie te kopen.						entailment
4024	4024	4024	crowd:downward_monotone					Tom had niet eens genoeg geld om een kopje witte koffie te kopen.	Tom had niet eens genoeg geld om een kopje koffie te kopen.						neutral
4025	4025	4025	crowd:downward_monotone					Duisternis is de afwezigheid van licht.	Duisternis is de afwezigheid van licht dat alles verlicht.						entailment
4026	4026	4026	crowd:downward_monotone					We vonden geen wapen.	We vonden geen bruikbaar wapen.						entailment
4027	4027	4027	crowd:downward_monotone					We vonden geen wapen.	We vonden geen dodelijk wapen.						entailment
4028	4028	4028	crowd:downward_monotone					We vonden geen wapen.	We vonden geen nucleair wapen.						entailment
4029	4029	4029	crowd:downward_monotone					Geen wezen kan leven zonder lucht.	Geen levend wezen kan leven zonder lucht.						entailment
4030	4030	4030	crowd:downward_monotone					Geen wezen kan leven zonder lucht.	Geen levend wezen zoals ik weet kan leven zonder lucht.						entailment
4031	4031	4031	crowd:downward_monotone:npi					Geen wezen kan leven zonder lucht.	Helemaal geen wezen kan leven zonder lucht.						entailment
4032	4032	4032	crowd:downward_monotone:lexical_knowledge					Geen wezen kan leven zonder lucht.	Geen dier kan leven zonder lucht.						entailment
4033	4033	4033	crowd:downward_monotone					Tom had geen keuze dan te grijnzen en het te verdragen.	Tom had geen alternatieve keuze dan te grijnzen en het te verdragen.						entailment
4034	4034	4034	crowd:downward_monotone					Tom had geen keuze dan te grijnzen en het te verdragen.	Tom had geen slechtere keuze dan te grijnzen en het te verdragen.						entailment
4035	4035	4035	crowd:downward_monotone:disjunction					Tom had geen keuze dan te grijnzen en het te verdragen.	Tom had geen keuze of alternatief dan te grijnzen en het te verdragen.						entailment
4036	4036	4036	crowd:downward_monotone:lexical_knowledge					Ik zou een kopje koffie niet erg vinden.	Ik zou een slokje koffie niet erg vinden.						entailment
4037	4037	4037	crowd:downward_monotone:lexical_knowledge					Ik zou een kopje koffie niet erg vinden.	Ik zou een mokje koffie niet erg vinden.						entailment
4038	4038	4038	crowd:downward_monotone:lexical_knowledge					Ik zou een kopje koffie niet erg vinden.	Ik zou een glas koffie niet erg vinden.						entailment
4039	4039	4039	crowd:downward_monotone:lexical_knowledge					Ze had geen zakdoeken om haar tranen weg te vegen.	Ze had geen servet om haar tranen weg te vegen.						entailment
4040	4040	4040	crowd:downward_monotone					Ze had geen zakdoeken om haar tranen weg te vegen.	Ze had geen bruikbare zakdoeken om haar tranen weg te vegen.						entailment
4041	4041	4041	crowd:downward_monotone					Ze had geen zakdoeken om haar tranen weg te vegen.	Ze had geen droge zakdoeken om haar tranen weg te vegen.						entailment
4042	4042	4042	crowd:downward_monotone					Ze had geen zakdoeken om haar tranen weg te vegen.	Ze had geen erg nodige zakdoeken om haar tranen weg te vegen.						entailment
4043	4043	4043	crowd:downward_monotone:conditionals					Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.	Als je wil dat een jongen een huwelijksaanzoek doet, voed hem goed.						entailment
4044	4044	4044	crowd:downward_monotone:conditionals					Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.	Als je wil dat een heer een huwelijksaanzoek doet, voed hem goed.						entailment
4045	4045	4045	crowd:downward_monotone:conditionals					Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.	Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.						entailment
4046	4046	4046	crowd:downward_monotone:conditionals					Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.	Als je wil dat een goede man een huwelijksaanzoek doet, voed hem goed.						entailment
4047	4047	4047	crowd:downward_monotone:conditionals					Als je wil dat een man een huwelijksaanzoek doet, voed hem goed.	Als je wil dat een jonge man een huwelijksaanzoek doet, voed hem goed.						entailment
4048	4048	4048	crowd:downward_monotone					Tom heeft geen kabelTV.	Tom heeft geen standaard kabelTV.						entailment
4049	4049	4049	crowd:downward_monotone					Tom heeft geen kabelTV.	Tom heeft geen gebruikelijke kabelTV.						entailment
4050	4050	4050	crowd:downward_monotone					Tom heeft geen kabelTV.	Tom heeft geen nieuwe kabelTV.						entailment
4051	4051	4051	crowd:downward_monotone					Tom heeft geen nieuwe kabelTV.	Tom heeft geen kabelTV.						neutral
4052	4052	4052	crowd:downward_monotone					Hij zei geen woord.	Hij zei geen woord bij de bijeenkomst.						entailment
4053	4053	4053	crowd:downward_monotone:npi					Ik verwacht geen hulp.	Ik verwacht geen enkele hulp.						entailment
4054	4054	4054	crowd:downward_monotone					Ik verwacht geen hulp.	Ik verwacht niet dat iemand helpt.						entailment
4055	4055	4055	crowd:downward_monotone					Ik verwacht geen hulp.	Ik verwacht geen hulp van mijn familie.						entailment
4056	4056	4056	crowd:downward_monotone					Ik verwacht geen hulp van mijn familie.	Ik verwacht geen hulp.						neutral
4057	4057	4057	crowd:downward_monotone:conjunction					Integriteit heeft geen regels nodig.	Integriteit heeft geen regels en manieren nodig.						entailment
4058	4058	4058	crowd:downward_monotone					Hij is geen partij voor mij in tennis.	Hij is geen enkele partij voor mij in tennis.						entailment
4059	4059	4059	crowd:downward_monotone					Ik lijk niet te kunnen stoppen met roken.	Ik lijk niet te kunnen stoppen met roken ook al zei de dokter het.						entailment
4060	4060	4060	crowd:downward_monotone					Ik lijk niet te kunnen stoppen met roken.	Ik lijk niet te kunnen stoppen met tabak roken.						entailment
4061	4061	4061	crowd:downward_monotone:lexical_knowledge					Hij neemt geen vakanties.	Hij neemt geen zomervakanties.						entailment
4062	4062	4062	crowd:downward_monotone					Hij neemt geen vakanties.	Hij neemt geen vakanties in december.						entailment
4063	4063	4063	crowd:downward_monotone					Hij neemt geen vakanties.	Hij neemt geen vakanties voor dit jaar.						entailment
4064	4064	4064	crowd:downward_monotone					Tom dacht dat Mary niet in Boston zou willen wonen.	Tom dacht dat Mary niet in het centrum van Boston zou willen wonen.						entailment
4065	4065	4065	crowd:downward_monotone					Tom dacht dat Mary niet in Boston zou willen wonen.	Tom dacht dat Mary niet in een grote stad als Boston zou willen wonen.						entailment
4066	4066	4066	crowd:downward_monotone					Tom dacht dat Mary niet in Boston zou willen wonen.	Tom dacht dat Mary niet in zo’n overvolle omgeving als Boston zou willen wonen.						entailment
4067	4067	4067	crowd:downward_monotone					Tom dacht dat Mary niet in Boston zou willen wonen.	Tom dacht dat Mary niet weg van haar familie in Boston zou willen wonen.						entailment
4068	4068	4068	crowd:downward_monotone					Tom let niet op in de les.	Tom let niet op de leraren in de les.						entailment
4069	4069	4069	crowd:downward_monotone					Ik heb geen idee.	Ik heb oprecht geen idee.						entailment
4070	4070	4070	crowd:downward_monotone					Ik heb geen idee.	Ik heb geen idee om je aan te bieden om door te gaan.						entailment
4071	4071	4071	crowd:downward_monotone:disjunction					Ik heb geen idee.	Ik heb geen idee of idee.						entailment
4072	4072	4072	crowd:downward_monotone					Ik heb geen idee.	Ik heb er geen idee over.						entailment
4073	4073	4073	crowd:downward_monotone					Ik heb geen idee.	Ik heb geen enkel idee.						entailment
4074	4074	4074	crowd:downward_monotone					Ze rookt niet en ze drinkt geen vodka.	Ze rookt niet en ze drinkt geen vodka met smaak.						entailment
4075	4075	4075	crowd:downward_monotone					Ze rookt niet en ze drinkt geen vodka.	Ze rookt niet en ze drinkt geen goedkope vodka.						entailment
4076	4076	4076	crowd:downward_monotone					Ik hoop dat dit geen fout is.	Ik hoop dat dit geen grote fout is.						entailment
4077	4077	4077	crowd:downward_monotone					Ik heb geen koorts.	Ik heb geen hoge koorts.						entailment
4078	4078	4078	crowd:downward_monotone					Ik heb geen hoge koorts.	Ik heb geen koorts.						neutral
4079	4079	4079	crowd:downward_monotone:lexical_knowledge					Pedro heeft geen zus.	Pedro heeft geen vrouwelijk familielid.						entailment
4080	4080	4080	crowd:downward_monotone					Tom houdt niet van katten.	Tom houdt niet van katten in het huis.						entailment
4081	4081	4081	crowd:downward_monotone					Tom houdt niet van katten in het huis.	Tom houdt niet van katten.						neutral
4082	4082	4082	crowd:downward_monotone:conditionals					Als je de service niet goed vindt, laat geen fooi achter.	Als je de service niet goed vindt, laat geen grote fooi achter.						entailment
4083	4083	4083	crowd:downward_monotone					Tom heeft niet genoeg tijd voor een kopje koffie.	Tom heeft niet genoeg tijd voor een kopje oploskoffie.						entailment
4084	4084	4084	crowd:downward_monotone					Ik kan geen woord Duits spreken.	Ik kan geen enkel woord Duits spreken.						entailment
4085	4085	4085	crowd:downward_monotone					Hij drinkt geen koffie.	Hij drinkt geen zwarte koffie.						entailment
4086	4086	4086	crowd:downward_monotone					Hij drinkt geen zwarte koffie.	Hij drinkt geen koffie.						neutral
4087	4087	4087	crowd:downward_monotone					Ik vind die jongen niet aardig.	Ik vind die arrogante jongen niet aardig.						entailment
4088	4088	4088	crowd:downward_monotone					Een ding dat een getrouwde man nooit zou moeten vergeten is zijn trouwdag.	Een ding dat een getrouwde oudere man nooit zou moeten vergeten is zijn trouwdag.						entailment
4089	4089	4089	crowd:downward_monotone:conditionals					Als ik een vogel geweest was, kon ik naar je toe vliegen.	Als ik een vogel die kan vliegen geweest was, kon ik naar je toe vliegen.						entailment
4090	4090	4090	crowd:downward_monotone:conditionals					Als ik een vogel geweest was, kon ik naar je toe vliegen.	Als ik een vogel in de lucht geweest was, kon ik naar je toe vliegen.						entailment
4091	4091	4091	crowd:downward_monotone					Tom heeft al jaren geen piano gespeeld.	Tom heeft al veel jaren geen piano gespeeld.						entailment
4092	4092	4092	crowd:downward_monotone					Tom heeft al jaren geen piano gespeeld.	Tom heeft al twee jaar geen piano gespeeld.						entailment
4093	4093	4093	crowd:downward_monotone					Tom heeft al jaren geen piano gespeeld.	Tom heeft al jaren geen piano gespeeld sinds ik een kind was.						entailment
4094	4094	4094	crowd:downward_monotone					Tom heeft al jaren geen piano gespeeld.	Tom heeft al te veel jaren geen piano gespeeld.						entailment
4095	4095	4095	crowd:downward_monotone					Tom zei dat hij niet in Boston zou willen wonen.	Tom zei dat hij niet in de stad van Boston zou willen wonen.						entailment
4096	4096	4096	crowd:downward_monotone					Tom zei dat hij niet in Boston zou willen wonen.	Tom zei dat hij niet in het mooie Boston zou willen wonen.						entailment
4097	4097	4097	crowd:downward_monotone					Tom wilde geen rechtvaardigheid, hij wilde wraak.	Tom wilde niet alleen rechtvaardigheid, hij wilde wraak.						entailment
4098	4098	4098	crowd:downward_monotone					Tom wilde geen rechtvaardigheid, hij wilde wraak.	Tom wilde geen rechtvaardigheid voor zichzelf, hij wilde wraak.						entailment
4099	4099	4099	crowd:downward_monotone					Tom wilde geen rechtvaardigheid, hij wilde wraak.	Tom wilde geen eerlijke rechtvaardigheid, hij wilde wraak.						entailment
4100	4100	4100	crowd:downward_monotone					Een zwaluw maakt de lente niet.	Een zwaluw maakt de lente niet bij de boom.						entailment
4101	4101	4101	crowd:downward_monotone					Ze heeft geen computer.	Ze heeft geen snelle computer.						entailment
4102	4102	4102	crowd:downward_monotone					Ze heeft geen snelle computer.	Ze heeft geen computer.						neutral
4103	4103	4103	crowd:downward_monotone					Een rapper zonder bling is als een paus zonder kruis.	Een rapper zonder bling is als een paus zonder een incompleet kruis.						entailment
4104	4104	4104	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om hulp te vragen van zijn ouders.						entailment
4105	4105	4105	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen van zijn ouders.	Tom houdt er niet van om om hulp te vragen.						neutral
4106	4106	4106	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om hulp te vragen in tijden van problemen.						entailment
4107	4107	4107	crowd:downward_monotone:npi					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om hulp te vragen.						entailment
4108	4108	4108	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om wat hulp te vragen.						entailment
4109	4109	4109	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om medewerking te vragen van anderen.						entailment
4110	4110	4110	crowd:downward_monotone					Tom houdt er niet van om om hulp te vragen.	Tom houdt er niet van om om assistentie te vragen bij zijn dingen.						entailment
4111	4111	4111	crowd:downward_monotone:lexical_knowledge					Ik zou hem niet graag ontmoeten op een donkere plaats.	Ik zou hem niet graag ontmoeten op een donker terrein.						entailment
4112	4112	4112	crowd:downward_monotone:lexical_knowledge					Ik zou hem niet graag ontmoeten op een donkere plaats.	Ik zou hem niet graag ontmoeten in een donker gebied.						entailment
4113	4113	4113	crowd:downward_monotone:lexical_knowledge					Ik zou hem niet graag ontmoeten op een donkere plaats.	Ik zou hem niet graag ontmoeten op een donkere plek.						entailment
4114	4114	4114	crowd:downward_monotone					Geen passagiers waren gedood in het ongeluk.	Geen passagiers die met ons waren waren gedood in het ongeluk.						entailment
4115	4115	4115	crowd:downward_monotone					Tom drinkt geen koffie.	Tom drinkt geen filterkoffie.						entailment
4116	4116	4116	crowd:downward_monotone					Tom drinkt geen filterkoffie.	Tom drinkt geen koffie.						neutral
4117	4117	4117	crowd:downward_monotone					We kunnen het ons niet veroorloven om een nieuwe auto te kopen.	We kunnen het ons niet veroorloven om een nieuwe handgeschakelde auto te kopen.						entailment
4118	4118	4118	crowd:downward_monotone					We kunnen het ons niet veroorloven om een nieuwe handgeschakelde auto te kopen.	We kunnen het ons niet veroorloven om een nieuwe auto te kopen.						neutral
4119	4119	4119	crowd:downward_monotone:conjunction					Het heeft geen zin om mij om geld te vragen.	Het heeft geen zin om mij en Tom om geld te vragen.						entailment
4120	4120	4120	crowd:downward_monotone:lexical_knowledge					Het heeft geen zin om mij om geld te vragen.	Het is niet goed om mij om geld te vragen.						entailment
4121	4121	4121	crowd:downward_monotone:conjunction					Het heeft geen zin om mij om geld te vragen.	Het heeft geen zin om mij om geld en eten te vragen.						entailment
4122	4122	4122	crowd:downward_monotone					Ik heb geen geliefde.	Ik heb geen jonge geliefde.						entailment
4123	4123	4123	crowd:downward_monotone					Ik heb geen jonge geliefde.	Ik heb geen geliefde.						neutral
4124	4124	4124	crowd:downward_monotone					Ik heb geen geliefde.	Ik heb geen goede geliefde.						entailment
4125	4125	4125	crowd:downward_monotone					Ik heb geen goede geliefde.	Ik heb geen geliefde.						neutral
4126	4126	4126	crowd:downward_monotone					Het is alleen een lichte verkoudheid.	Het is alleen een lichte hoofdverkoudheid.						entailment
4127	4127	4127	crowd:downward_monotone:conjunction:npi					Zijn logica is op geen manier verdedigbaar.	Zijn logica is op geen manier en onder geen enkele omstandigheden verdedigbaar.						entailment
4128	4128	4128	crowd:downward_monotone:conjunction					Zijn logica is op geen manier verdedigbaar.	Zijn logica is op geen manier verdedigbaar en sterk.						entailment
4129	4129	4129	crowd:downward_monotone					Deze regel geldt niet voor noodgevallen.	Deze regel geldt niet voor noodsituaties.						entailment
4130	4130	4130	crowd:downward_monotone:conditionals					Als het prima is morgen, gaan we honkbal spelen.	Als het prima is morgenochtend, zullen we honkbal spelen.						entailment
4131	4131	4131	crowd:downward_monotone:conditionals					Als het prima is morgen, gaan we honkbal spelen.	Als het prima is morgenmiddag, zullen we honkbal spelen.						entailment
4132	4132	4132	crowd:downward_monotone					Tom is geen crimineel.	Tom is geen afperscrimineel.						entailment
4133	4133	4133	crowd:downward_monotone					Tom is geen afperscrimineel.	Tom is geen crimineel.						neutral
4134	4134	4134	crowd:downward_monotone					Tom is geen crimineel.	Tom is geen crimineel van mensen.						entailment
4135	4135	4135	crowd:downward_monotone					Tom is geen crimineel.	Tom is geen gewoontecrimineel.						entailment
4136	4136	4136	crowd:downward_monotone					Tom is geen gewoontecrimineel.	Tom is geen crimineel.						neutral
4137	4137	4137	crowd:downward_monotone					Tom is geen crimineel.	Tom is geen persoon van criminele achtergrond.						entailment
4138	4138	4138	crowd:downward_monotone:conjunction					Tom houdt niet van schaken.	Tom houdt niet van schaken en bordspellen.						entailment
4139	4139	4139	crowd:downward_monotone					Tom houdt niet van schaken.	Tom houdt niet van schaakspel.						entailment
4140	4140	4140	crowd:downward_monotone					Tom houdt niet van schaken.	Tom houdt niet van schaken.						entailment
4141	4141	4141	crowd:downward_monotone					Tom houdt niet van schaken.	Tom houdt niet van hout schaken.						entailment
4142	4142	4142	crowd:downward_monotone					Tom houdt niet van schaken.	Tom houdt niet van lang schaakspel.						entailment
4143	4143	4143	crowd:downward_monotone					Het schip vertrok iedere maandag in de ochtend.	Het schip vertrok iedere maandag.						entailment
4144	4144	4144	crowd:downward_monotone:disjunction					Het schip vertrok iedere maandag.	Het schip vertrok iedere maandagavond of ochtend.						entailment
4145	4145	4145	crowd:downward_monotone					Ik kan het me niet veroorloven om een laptop voor mijn zoon te kopen.	Ik kan het me niet veroorloven om een nieuwe flagship laptop voor mijn zoom te kopen.						entailment
4146	4146	4146	crowd:downward_monotone					Ik kan het me niet veroorloven om een flagship laptop voor mijn zoom te kopen.	Ik kan het me niet veroorloven om een nieuwe laptop voor mijn zoon te kopen.						neutral
4147	4147	4147	crowd:downward_monotone					Haar manieren zijn niet die van een dame.	Haar manieren zijn niet die van een geweldige dame.						entailment
4148	4148	4148	crowd:downward_monotone					Haar manieren zijn niet die van een dame.	Haar manieren zijn niet die van een normale dame.						entailment
4149	4149	4149	crowd:downward_monotone					Tom heeft geen magnetron.	Tom heeft geen hoge kwaliteit magnetron.						entailment
4150	4150	4150	crowd:downward_monotone					Tom heeft geen magnetron.	Tom heeft geen philips magnetron.						entailment
4151	4151	4151	crowd:downward_monotone					Tom heeft geen kredietkaart of bankrekening.	Tom heeft geen kredietkaart of vs bankrekening.						entailment
4152	4152	4152	crowd:downward_monotone					Ik hou niet van ijs.	Ik hou niet van de smaak van ijs.						entailment
4153	4153	4153	crowd:downward_monotone					Ik ben nog nooit in parijs geweest.	Ik ben nog nooit in parijs geweest, de hoofdstad van frankrijk.						entailment
4154	4154	4154	crowd:downward_monotone:conjunction					Ik kan helemaal geen Duits spreken.	Ik kan geen Duits en Italiaans spreken.						entailment
4155	4155	4155	crowd:downward_monotone:npi					Ik kan helemaal geen Duits spreken.	Ik kan helemaal niet zelfverzekerd Duits spreken.						entailment
4156	4156	4156	crowd:downward_monotone:conjunction:npi					Ik kan helemaal geen Duits spreken en schrijven.	Ik kan helemaal geen Duits spreken.						entailment
4157	4157	4157	crowd:downward_monotone:conjunction:npi					Ik kan helemaal geen Duits spreken.	Ik kan helemaal geen Duits spreken en schrijven.						neutral
4158	4158	4158	crowd:downward_monotone:npi					Ik kan helemaal geen Duits spreken.	Ik kan helemaal geen Duits spreken zonder woordenboek.						entailment
4159	4159	4159	crowd:downward_monotone:npi					Ik kan helemaal geen Duits spreken zonder woordenboek.	Ik kan helemaal geen Duits spreken.						neutral
4160	4160	4160	crowd:downward_monotone:npi					Ik kan helemaal geen Duits spreken.	Ik kan helemaal geen Duits spreken zoals Tom.						entailment
4161	4161	4161	crowd:downward_monotone					Ik vertrouw geen politici.	Ik vertrouw geen mannelijke politici.						entailment
4162	4162	4162	crowd:downward_monotone					Ik vertrouw geen mannelijke politici.	Ik vertrouw geen politici.						neutral
4163	4163	4163	crowd:downward_monotone					Ik draag niet graag schoenen zonder sokken.	Ik draag niet graag sportschoenen zonder sokken.						entailment
4164	4164	4164	crowd:downward_monotone					Ik draag niet graag sportschoenen zonder sokken.	Ik draag niet graag schoenen zonder sokken.						neutral
4165	4165	4165	crowd:downward_monotone:lexical_knowledge					Ik draag niet graag schoenen zonder sokken.	Ik draag niet graag sandalen zonder sokken.						entailment
4166	4166	4166	crowd:downward_monotone					Ik was niet op tijd voor school deze ochtend.	Ik was niet op tijd voor mijn school deze ochtend.						entailment
4167	4167	4167	crowd:downward_monotone					Ik was niet op tijd voor school deze ochtend.	Ik was niet op tijd voor de lagere school deze ochtend.						entailment
4168	4168	4168	crowd:downward_monotone					Ik was niet op tijd voor school deze ochtend.	Ik was niet op tijd voor de onderbouw middelbare school deze ochtend.						entailment
4169	4169	4169	crowd:downward_monotone					We hebben dit niet in Australië.	We hebben dit niet in het mooie Australië.						entailment
4170	4170	4170	crowd:downward_monotone					Ik zei geen enkel woord.	Ik zei geen enkel beroemd woord.						entailment
4171	4171	4171	crowd:downward_monotone:lexical_knowledge					Eerlijkheid is geen garantie voor succes.	Eerlijkheid is geen verzekering voor succes.						entailment
4172	4172	4172	crowd:downward_monotone:lexical_knowledge:npi					Dit bericht slaat nergens op.	Dit bericht slaat helemaal nergens op voor mij.						entailment
4173	4173	4173	crowd:downward_monotone					Tom heeft geen bankrekening.	Tom heeft geen stevige bankrekening.						entailment
4174	4174	4174	crowd:downward_monotone					Tom heeft geen stevige bankrekening.	Tom heeft geen bankrekening.						neutral
4175	4175	4175	crowd:downward_monotone					Tom heeft geen bankrekening.	Tom heeft geen persoonlijke bankrekening.						entailment
4176	4176	4176	crowd:downward_monotone					Tom heeft geen persoonlijke bankrekening.	Tom heeft geen bankrekening.						neutral
4177	4177	4177	crowd:downward_monotone					Ik kan helemaal niet zwemmen.	Ik kan niet zwemmen om mijn leven te redden.						entailment
4178	4178	4178	crowd:downward_monotone:npi					Ik kan helemaal niet zwemmen.	Ik kan helemaal niet zwemmen nu.						entailment
4179	4179	4179	crowd:downward_monotone:npi					Ik kan helemaal niet zwemmen.	Ik kan helemaal niet zwemmen in diep water.						entailment
4180	4180	4180	crowd:downward_monotone:npi					Ik kan helemaal niet zwemmen in diep water.	Ik kan helemaal niet zwemmen.						neutral
4181	4181	4181	crowd:downward_monotone					Millie eet geen appel.	Millie eet geen appel voor de lunch vandaag.						entailment
4182	4182	4182	crowd:downward_monotone					Millie eet geen appel voor de lunch vandaag.	Millie eet geen appel.						neutral
4183	4183	4183	crowd:upward_monotone					Tom gaat joggen in het park iedere ochtend.	Tom gaat joggen in het park iedere vroege ochtend.						neutral
4184	4184	4184	crowd:upward_monotone					Tom gaat joggen in het park iedere vroege ochtend.	Tom gaat joggen in het park iedere ochtend.						entailment
4185	4185	4185	crowd:downward_monotone					Iedereen behalve Tom lachte.	Iedereen in de meeting behalve Tom lachte.						entailment
4186	4186	4186	crowd:downward_monotone					Iedereen in de meeting behalve Tom lachte.	Iedereen behalve Tom lachte.						neutral
4187	4187	4187	crowd:downward_monotone:disjunction:npi					Ik ontgrendelde die deur niet.	Ik ontgrendelde die deur niet of enig ander.						entailment
4188	4188	4188	crowd:downward_monotone					Ik ontgrendelde die deur niet.	Ik ontgrendelde die deur niet in een mum van tijd.						entailment
4189	4189	4189	crowd:downward_monotone:conditionals:lexical_knowledge					Als een hond je bijt, was de wond met zeep en water.	Als een puppy je bijt, was de wond met zeep en water.						entailment
4190	4190	4190	crowd:downward_monotone:conditionals					Als een hond je bijt, was de wond met zeep en water.	Als een grote hond je bijt, was de wond met zeep en water.						entailment
4191	4191	4191	crowd:downward_monotone:conditionals					Als een hond je bijt, was de wond met zeep en water.	Als een zieke hond je bijt, was de wond met zeep en water.						entailment
4192	4192	4192	crowd:downward_monotone:conditionals					Als een hond je bijt, was de wond met zeep en water.	Als een zieke hond je bijt, was de wond met zeep en water.						entailment
4193	4193	4193	crowd:downward_monotone:conditionals					Als een hond je bijt, was de wond met zeep en water.	Als een boze hond je bijt, was de wond met zeep en water.						entailment
4194	4194	4194	crowd:downward_monotone					Hij spreekt geen Engels.	Hij spreekt geen vs Engels.						entailment
4195	4195	4195	crowd:downward_monotone					Hij spreekt geen vs Engels.	Hij spreekt geen Engels.						neutral
4196	4196	4196	crowd:downward_monotone					Hij spreekt geen Engels.	Hij spreekt geen vloeiend Engels.						entailment
4197	4197	4197	crowd:downward_monotone					Hij spreekt geen vloeiend Engels.	Hij spreekt geen Engels.						neutral
4198	4198	4198	crowd:downward_monotone:npi					Hij spreekt geen Engels.	Hij spreekt helemaal geen Engels.						entailment
4199	4199	4199	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens aten enig vlees.	Precies 12 buitenaardse wezens aten varkensvlees.						neutral
4200	4200	4200	paper:non_monotone					Precies 12 buitenaardse wezens aten bij enige restaurants.	Precies 12 buitenaardse wezens aten bij Mexicaanse restaurants.						neutral
4201	4201	4201	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens zagen enige vogels.	Precies 12 buitenaardse wezens zagen duiven.						neutral
4202	4202	4202	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens gebruikten enige munten.	Precies 12 buitenaardse wezens gebruikten kwartjes.						neutral
4203	4203	4203	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens aten enig varkensvlees.	Precies 12 buitenaardse wezens aten vlees.						neutral
4204	4204	4204	paper:non_monotone					Precies 12 buitenaardse wezens aten bij enige Mexicaanse restaurants.	Precies 12 buitenaardse wezens aten bij restaurants.						neutral
4205	4205	4205	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens zagen enige duiven.	Precies 12 buitenaardse wezens zagen vogels.						neutral
4206	4206	4206	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens gebruikten enige kwartjes.	Precies 12 buitenaardse wezens gebruikten munten.						neutral
4207	4207	4207	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens aten enig vlees.	Weinig buitenaardse wezens aten varkensvlees.						entailment
4208	4208	4208	paper:downward_monotone					Weinig buitenaardse wezens aten bij enige restaurants.	Weinig buitenaardse wezens aten bij Mexicaanse restaurants.						entailment
4209	4209	4209	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens zagen enige vogels.	Weinig buitenaardse wezens zagen duiven.						entailment
4210	4210	4210	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens gebruikten enige munten.	Weinig buitenaardse wezens gebruikten kwartjes.						entailment
4211	4211	4211	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens aten enig varkensvlees.	Weinig buitenaardse wezens aten vlees.						neutral
4212	4212	4212	paper:downward_monotone					Weinig buitenaardse wezens aten bij enige Mexicaanse restaurants.	Weinig buitenaardse wezens aten bij restaurants.						neutral
4213	4213	4213	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens zagen enige duiven.	Weinig buitenaardse wezens zagen vogels.						neutral
4214	4214	4214	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens gebruikten enige kwartjes.	Weinig buitenaardse wezens gebruikten munten.						neutral
4215	4215	4215	paper:downward_monotone:lexical_knowledge					Het rode buitenaardse wezen at geen enkel vlees.	Het rode buitenaardse wezen at geen varkensvlees.						entailment
